"year","departamento","codigo","diagnostico","total","Mujer1","Hombre1","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre"
2012,"QUICHE","T:14","Traumatismo de regiones no especificadas del cuerpo"," 9,252   "," 4   "," 4   "," 1   "," 1   "," 44   "," 68   "," 297   "," 490   "," 314   "," 689   "," 403   "," 763   "," 404   "," 884   "," 312   "," 697   "," 268   "," 514   "," 222   "," 374   "," 187   "," 373   "," 160   "," 240   "," 143   "," 199   "," 118   "," 165   "," 101   "," 158   "," 72   "," 137   "," 75   "," 102   "," 121   "," 148   "
2012,"QUICHE","J:20","Bronquitis aguda"," 9,167   "," 12   "," 18   "," 31   "," 22   "," 641   "," 783   "," 1,305   "," 1,439   "," 489   "," 551   "," 344   "," 294   "," 285   "," 155   "," 294   "," 90   "," 280   "," 109   "," 247   "," 76   "," 232   "," 110   "," 187   "," 85   "," 167   "," 54   "," 142   "," 80   "," 91   "," 62   "," 106   "," 38   "," 67   "," 49   "," 126   "," 106   "
2012,"QUICHE","H:66","Otitis media supurativa y la no especificada"," 9,116   "," 17   "," 17   "," 25   "," 23   "," 248   "," 370   "," 831   "," 815   "," 731   "," 695   "," 525   "," 375   "," 541   "," 272   "," 525   "," 179   "," 443   "," 153   "," 329   "," 150   "," 340   "," 110   "," 229   "," 97   "," 195   "," 90   "," 146   "," 82   "," 109   "," 51   "," 70   "," 70   "," 59   "," 43   "," 89   "," 72   "
2012,"RETALHULEU","J:00","Rinofaringitis aguda [resfriado común]"," 19,914   "," 96   "," 57   "," 196   "," 153   "," 1,373   "," 1,264   "," 3,513   "," 2,987   "," 1,785   "," 1,464   "," 821   "," 617   "," 660   "," 261   "," 766   "," 187   "," 597   "," 163   "," 411   "," 131   "," 422   "," 97   "," 243   "," 126   "," 238   "," 82   "," 182   "," 101   "," 171   "," 69   "," 154   "," 79   "," 106   "," 43   "," 194   "," 105   "
2012,"RETALHULEU","B:82","Parasitosis intestinales, sin otra especificación"," 16,012   "," 1   "," 3   "," 14   "," 3   "," 201   "," 124   "," 1,760   "," 1,635   "," 2,317   "," 2,128   "," 1,576   "," 1,352   "," 679   "," 397   "," 597   "," 169   "," 480   "," 158   "," 350   "," 147   "," 330   "," 114   "," 256   "," 74   "," 220   "," 72   "," 175   "," 81   "," 109   "," 36   "," 97   "," 46   "," 81   "," 25   "," 123   "," 82   "
2012,"RETALHULEU","N:39","Otros trastornos del sistema urinario"," 13,910   "," 4   "," 2   "," 19   "," 12   "," 222   "," 231   "," 669   "," 546   "," 540   "," 382   "," 540   "," 272   "," 1,271   "," 247   "," 1,675   "," 261   "," 1,465   "," 256   "," 1,149   "," 215   "," 982   "," 227   "," 562   "," 166   "," 427   "," 127   "," 315   "," 117   "," 237   "," 85   "," 181   "," 75   "," 141   "," 61   "," 156   "," 73   "
2012,"RETALHULEU","A:06","Amebiasis"," 12,659   "," 6   "," 3   "," 25   "," 23   "," 401   "," 379   "," 1,901   "," 1,758   "," 1,213   "," 1,048   "," 695   "," 500   "," 480   "," 239   "," 513   "," 201   "," 444   "," 178   "," 386   "," 158   "," 337   "," 128   "," 277   "," 98   "," 227   "," 79   "," 212   "," 99   "," 121   "," 54   "," 114   "," 47   "," 76   "," 52   "," 119   "," 68   "
2012,"RETALHULEU","J:03","Amigdalitis aguda"," 12,609   "," 13   "," 10   "," 37   "," 39   "," 516   "," 569   "," 1,728   "," 1,687   "," 1,205   "," 1,010   "," 673   "," 540   "," 481   "," 271   "," 524   "," 188   "," 490   "," 191   "," 364   "," 120   "," 456   "," 116   "," 223   "," 91   "," 303   "," 51   "," 126   "," 62   "," 142   "," 43   "," 79   "," 52   "," 69   "," 24   "," 60   "," 56   "
2012,"RETALHULEU","K:29","Gastritis y duodenitis"," 10,444   "," -     "," -     "," 1   "," -     "," 5   "," 2   "," 27   "," 12   "," 76   "," 26   "," 310   "," 109   "," 812   "," 220   "," 1,081   "," 201   "," 1,014   "," 280   "," 992   "," 272   "," 843   "," 274   "," 681   "," 230   "," 571   "," 196   "," 383   "," 183   "," 353   "," 170   "," 262   "," 155   "," 187   "," 106   "," 252   "," 158   "
2012,"RETALHULEU","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 9,026   "," -     "," -     "," 2   "," -     "," 4   "," 2   "," 10   "," 6   "," 25   "," 16   "," 163   "," 86   "," 520   "," 117   "," 805   "," 153   "," 863   "," 222   "," 854   "," 190   "," 791   "," 172   "," 646   "," 193   "," 601   "," 167   "," 502   "," 180   "," 368   "," 111   "," 323   "," 130   "," 198   "," 87   "," 296   "," 223   "
2012,"RETALHULEU","D:64","Otras anemias"," 7,941   "," 1   "," -     "," 2   "," 5   "," 50   "," 45   "," 249   "," 230   "," 574   "," 467   "," 811   "," 382   "," 733   "," 192   "," 774   "," 117   "," 578   "," 79   "," 456   "," 93   "," 391   "," 75   "," 248   "," 48   "," 235   "," 54   "," 186   "," 69   "," 115   "," 42   "," 126   "," 50   "," 101   "," 52   "," 178   "," 133   "
2012,"RETALHULEU","A:04","Otras infecciones intestinales bacterianas"," 7,820   "," 10   "," 12   "," 77   "," 39   "," 620   "," 610   "," 1,713   "," 1,598   "," 520   "," 567   "," 241   "," 206   "," 157   "," 96   "," 146   "," 76   "," 124   "," 73   "," 114   "," 55   "," 114   "," 51   "," 94   "," 41   "," 69   "," 42   "," 70   "," 37   "," 60   "," 12   "," 33   "," 12   "," 35   "," 16   "," 44   "," 36   "
2012,"RETALHULEU","B:49","Micosis, no especificada"," 7,125   "," 6   "," 10   "," 16   "," 11   "," 183   "," 179   "," 464   "," 450   "," 385   "," 328   "," 336   "," 263   "," 413   "," 198   "," 457   "," 200   "," 439   "," 182   "," 382   "," 175   "," 315   "," 151   "," 265   "," 103   "," 225   "," 98   "," 199   "," 100   "," 124   "," 60   "," 116   "," 61   "," 53   "," 34   "," 82   "," 62   "
2012,"RETALHULEU","E:56","Otras deficiencias de vitaminas"," 6,588   "," -     "," 1   "," 13   "," 2   "," 95   "," 96   "," 388   "," 321   "," 759   "," 663   "," 634   "," 612   "," 501   "," 137   "," 494   "," 80   "," 343   "," 50   "," 274   "," 42   "," 245   "," 52   "," 133   "," 28   "," 127   "," 32   "," 66   "," 30   "," 63   "," 27   "," 46   "," 29   "," 38   "," 21   "," 88   "," 58   "
2012,"RETALHULEU","L:30","Otras dermatitis"," 4,662   "," 73   "," 70   "," 123   "," 94   "," 446   "," 368   "," 689   "," 658   "," 282   "," 282   "," 181   "," 117   "," 167   "," 80   "," 136   "," 51   "," 105   "," 61   "," 83   "," 51   "," 82   "," 38   "," 53   "," 34   "," 46   "," 31   "," 35   "," 17   "," 40   "," 22   "," 30   "," 16   "," 19   "," 22   "," 34   "," 26   "
2012,"RETALHULEU","L:01","Impétigo"," 4,482   "," 15   "," 15   "," 29   "," 24   "," 272   "," 257   "," 962   "," 916   "," 519   "," 471   "," 174   "," 194   "," 64   "," 69   "," 58   "," 43   "," 62   "," 16   "," 37   "," 27   "," 31   "," 27   "," 36   "," 11   "," 26   "," 10   "," 24   "," 14   "," 6   "," 7   "," 10   "," 8   "," 12   "," 4   "," 14   "," 18   "
2012,"RETALHULEU","R:51","Cefalea"," 4,429   "," -     "," -     "," -     "," -     "," 2   "," 3   "," 21   "," 16   "," 62   "," 29   "," 174   "," 59   "," 406   "," 48   "," 523   "," 99   "," 567   "," 107   "," 479   "," 77   "," 410   "," 77   "," 234   "," 75   "," 220   "," 45   "," 156   "," 40   "," 140   "," 40   "," 65   "," 36   "," 53   "," 32   "," 76   "," 58   "
2012,"RETALHULEU","H:10","Conjuntivitis"," 3,756   "," 42   "," 21   "," 26   "," 31   "," 170   "," 148   "," 434   "," 383   "," 328   "," 303   "," 162   "," 129   "," 133   "," 77   "," 148   "," 72   "," 114   "," 56   "," 102   "," 53   "," 82   "," 58   "," 82   "," 38   "," 56   "," 44   "," 72   "," 30   "," 46   "," 25   "," 54   "," 30   "," 49   "," 23   "," 73   "," 62   "
2012,"RETALHULEU","T:78","Efectos adversos, no clasificados en otra parte"," 3,643   "," 3   "," 3   "," 5   "," 4   "," 114   "," 89   "," 374   "," 307   "," 292   "," 253   "," 194   "," 146   "," 199   "," 110   "," 203   "," 71   "," 156   "," 71   "," 161   "," 74   "," 132   "," 41   "," 95   "," 37   "," 68   "," 39   "," 81   "," 36   "," 54   "," 23   "," 36   "," 25   "," 29   "," 24   "," 50   "," 44   "
2012,"RETALHULEU","T:14","Traumatismo de regiones no especificadas del cuerpo"," 3,495   "," 1   "," -     "," -     "," 1   "," 17   "," 9   "," 113   "," 164   "," 183   "," 250   "," 173   "," 266   "," 176   "," 266   "," 157   "," 179   "," 151   "," 174   "," 118   "," 106   "," 106   "," 101   "," 59   "," 94   "," 70   "," 66   "," 49   "," 69   "," 49   "," 60   "," 34   "," 50   "," 30   "," 42   "," 53   "," 59   "
2012,"RETALHULEU","J:20","Bronquitis aguda"," 3,478   "," 7   "," 9   "," 32   "," 15   "," 308   "," 303   "," 584   "," 638   "," 249   "," 250   "," 107   "," 95   "," 60   "," 56   "," 75   "," 33   "," 57   "," 29   "," 56   "," 23   "," 80   "," 16   "," 36   "," 14   "," 48   "," 17   "," 26   "," 22   "," 38   "," 15   "," 32   "," 7   "," 30   "," 24   "," 57   "," 30   "
2012,"RETALHULEU","R:52","Dolor, no clasificado en otra parte"," 3,474   "," 4   "," 5   "," 5   "," 11   "," 10   "," 12   "," 83   "," 59   "," 92   "," 88   "," 138   "," 93   "," 204   "," 95   "," 319   "," 97   "," 248   "," 114   "," 229   "," 86   "," 212   "," 74   "," 177   "," 70   "," 122   "," 56   "," 136   "," 72   "," 100   "," 40   "," 88   "," 64   "," 56   "," 32   "," 112   "," 71   "
2012,"RETALHULEU","R:50","Fiebre de origen desconocido"," 3,166   "," 9   "," 8   "," 15   "," 13   "," 124   "," 106   "," 340   "," 339   "," 258   "," 255   "," 163   "," 197   "," 136   "," 126   "," 124   "," 86   "," 104   "," 69   "," 96   "," 58   "," 96   "," 59   "," 51   "," 59   "," 33   "," 14   "," 41   "," 27   "," 31   "," 21   "," 26   "," 16   "," 14   "," 24   "," 12   "," 16   "
2012,"SACATEPEQUEZ","J:00","Rinofaringitis aguda [resfriado común]"," 21,091   "," 151   "," 130   "," 230   "," 238   "," 2,051   "," 2,087   "," 3,166   "," 3,422   "," 1,437   "," 1,417   "," 595   "," 501   "," 613   "," 193   "," 746   "," 134   "," 654   "," 106   "," 505   "," 87   "," 415   "," 70   "," 338   "," 60   "," 271   "," 68   "," 255   "," 81   "," 219   "," 49   "," 182   "," 48   "," 135   "," 51   "," 254   "," 132   "
2012,"SACATEPEQUEZ","J:03","Amigdalitis aguda"," 11,804   "," 3   "," 14   "," 30   "," 41   "," 454   "," 493   "," 1,540   "," 1,632   "," 1,193   "," 1,103   "," 549   "," 481   "," 429   "," 199   "," 504   "," 163   "," 511   "," 134   "," 464   "," 112   "," 342   "," 91   "," 259   "," 69   "," 218   "," 64   "," 188   "," 50   "," 108   "," 36   "," 77   "," 24   "," 52   "," 22   "," 98   "," 57   "
2012,"SACATEPEQUEZ","N:39","Otros trastornos del sistema urinario"," 6,724   "," 3   "," 2   "," 3   "," -     "," 78   "," 46   "," 329   "," 183   "," 308   "," 154   "," 260   "," 68   "," 694   "," 75   "," 943   "," 68   "," 883   "," 52   "," 646   "," 39   "," 510   "," 30   "," 364   "," 26   "," 262   "," 22   "," 188   "," 23   "," 139   "," 21   "," 93   "," 18   "," 59   "," 15   "," 89   "," 31   "
2012,"SACATEPEQUEZ","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 6,278   "," 12   "," 14   "," 18   "," 15   "," 556   "," 694   "," 1,184   "," 1,441   "," 294   "," 294   "," 139   "," 147   "," 129   "," 77   "," 169   "," 71   "," 144   "," 54   "," 121   "," 41   "," 101   "," 39   "," 89   "," 29   "," 45   "," 21   "," 64   "," 38   "," 50   "," 12   "," 43   "," 17   "," 19   "," 11   "," 56   "," 30   "
2012,"SACATEPEQUEZ","K:29","Gastritis y duodenitis"," 5,863   "," -     "," -     "," 1   "," -     "," 5   "," 5   "," 32   "," 24   "," 90   "," 66   "," 213   "," 92   "," 482   "," 92   "," 572   "," 105   "," 666   "," 67   "," 616   "," 83   "," 484   "," 77   "," 405   "," 71   "," 327   "," 60   "," 258   "," 45   "," 237   "," 60   "," 165   "," 42   "," 113   "," 37   "," 198   "," 73   "
2012,"SACATEPEQUEZ","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 4,389   "," -     "," -     "," 2   "," 1   "," 5   "," 1   "," 15   "," 18   "," 17   "," 14   "," 55   "," 26   "," 206   "," 60   "," 320   "," 61   "," 468   "," 67   "," 497   "," 65   "," 424   "," 52   "," 358   "," 42   "," 314   "," 53   "," 274   "," 62   "," 218   "," 48   "," 144   "," 58   "," 107   "," 55   "," 193   "," 89   "
2012,"SACATEPEQUEZ","B:82","Parasitosis intestinales, sin otra especificación"," 3,773   "," 1   "," 2   "," 1   "," -     "," 66   "," 60   "," 440   "," 464   "," 367   "," 335   "," 175   "," 149   "," 177   "," 128   "," 164   "," 154   "," 164   "," 85   "," 140   "," 69   "," 129   "," 55   "," 90   "," 33   "," 66   "," 23   "," 53   "," 21   "," 39   "," 12   "," 26   "," 13   "," 11   "," 9   "," 34   "," 18   "
2012,"SACATEPEQUEZ","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 3,396   "," 29   "," 31   "," 37   "," 55   "," 292   "," 320   "," 524   "," 541   "," 262   "," 203   "," 93   "," 84   "," 86   "," 43   "," 106   "," 22   "," 105   "," 23   "," 73   "," 18   "," 68   "," 18   "," 48   "," 15   "," 60   "," 11   "," 35   "," 12   "," 37   "," 8   "," 40   "," 13   "," 18   "," 8   "," 40   "," 18   "
2012,"SACATEPEQUEZ","I:10","Hipertensión esencial (primaria)"," 2,464   "," 1   "," 1   "," -     "," -     "," 3   "," 1   "," 7   "," 3   "," 2   "," 1   "," 3   "," 6   "," 22   "," 2   "," 53   "," 7   "," 63   "," 8   "," 89   "," 18   "," 82   "," 28   "," 173   "," 23   "," 204   "," 39   "," 251   "," 48   "," 257   "," 50   "," 196   "," 46   "," 209   "," 44   "," 369   "," 155   "
2012,"SACATEPEQUEZ","E:14","Diabetes mellitus, no especificada"," 2,456   "," -     "," -     "," -     "," -     "," -     "," 1   "," 3   "," 2   "," 1   "," 1   "," 6   "," 2   "," 14   "," 5   "," 31   "," 5   "," 34   "," 10   "," 72   "," 15   "," 101   "," 36   "," 176   "," 46   "," 206   "," 57   "," 300   "," 88   "," 347   "," 83   "," 203   "," 95   "," 161   "," 55   "," 208   "," 92   "
2012,"SACATEPEQUEZ","H:10","Conjuntivitis"," 2,420   "," 32   "," 39   "," 44   "," 54   "," 216   "," 227   "," 271   "," 287   "," 111   "," 121   "," 71   "," 69   "," 80   "," 37   "," 76   "," 36   "," 62   "," 26   "," 66   "," 21   "," 50   "," 18   "," 41   "," 20   "," 42   "," 13   "," 37   "," 25   "," 38   "," 10   "," 36   "," 11   "," 22   "," 17   "," 64   "," 30   "
2012,"SACATEPEQUEZ","H:66","Otitis media supurativa y la no especificada"," 2,307   "," 3   "," 7   "," 7   "," 6   "," 84   "," 102   "," 275   "," 300   "," 212   "," 218   "," 120   "," 75   "," 107   "," 40   "," 84   "," 31   "," 101   "," 22   "," 111   "," 21   "," 60   "," 19   "," 63   "," 18   "," 34   "," 18   "," 44   "," 5   "," 21   "," 10   "," 22   "," 14   "," 11   "," 7   "," 27   "," 8   "
2012,"SACATEPEQUEZ","L:30","Otras dermatitis"," 2,231   "," 28   "," 19   "," 39   "," 18   "," 175   "," 163   "," 220   "," 250   "," 139   "," 116   "," 118   "," 75   "," 119   "," 31   "," 118   "," 30   "," 89   "," 24   "," 73   "," 17   "," 69   "," 11   "," 54   "," 7   "," 35   "," 12   "," 36   "," 14   "," 27   "," 10   "," 18   "," 17   "," 13   "," 5   "," 28   "," 14   "
2012,"SACATEPEQUEZ","N:76","Otras afecciones inflamatorias de la vagina y de la vulva"," 1,895   "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," -     "," 31   "," -     "," 161   "," -     "," 361   "," -     "," 346   "," -     "," 316   "," -     "," 240   "," -     "," 167   "," -     "," 82   "," -     "," 88   "," -     "," 45   "," -     "," 26   "," -     "," 13   "," -     "," 19   "," -     "
2012,"SACATEPEQUEZ","R:51","Cefalea"," 1,847   "," 1   "," -     "," -     "," -     "," 2   "," 1   "," 6   "," 3   "," 58   "," 26   "," 108   "," 44   "," 193   "," 29   "," 241   "," 14   "," 245   "," 20   "," 189   "," 9   "," 168   "," 11   "," 126   "," 15   "," 103   "," 13   "," 59   "," 10   "," 48   "," 5   "," 29   "," 3   "," 21   "," 4   "," 32   "," 11   "
2012,"SACATEPEQUEZ","K:02","Caries dental"," 1,829   "," -     "," -     "," -     "," -     "," 2   "," 3   "," 64   "," 64   "," 138   "," 165   "," 163   "," 156   "," 140   "," 50   "," 128   "," 43   "," 85   "," 38   "," 96   "," 40   "," 89   "," 24   "," 66   "," 19   "," 36   "," 18   "," 44   "," 22   "," 33   "," 19   "," 18   "," 16   "," 9   "," 12   "," 12   "," 17   "
2012,"SACATEPEQUEZ","A:04","Otras infecciones intestinales bacterianas"," 1,710   "," 6   "," 5   "," 9   "," 10   "," 67   "," 106   "," 264   "," 290   "," 134   "," 124   "," 55   "," 52   "," 42   "," 30   "," 58   "," 27   "," 40   "," 26   "," 57   "," 19   "," 54   "," 17   "," 44   "," 11   "," 28   "," 13   "," 20   "," 13   "," 18   "," 3   "," 14   "," 8   "," 14   "," 9   "," 11   "," 12   "
2012,"SACATEPEQUEZ","J:02","Faringitis aguda"," 1,589   "," 3   "," 2   "," 6   "," 6   "," 49   "," 62   "," 159   "," 172   "," 132   "," 93   "," 85   "," 79   "," 71   "," 30   "," 88   "," 36   "," 88   "," 19   "," 79   "," 19   "," 65   "," 19   "," 49   "," 7   "," 36   "," 7   "," 32   "," 7   "," 25   "," 6   "," 15   "," 4   "," 11   "," 5   "," 14   "," 9   "
2012,"SACATEPEQUEZ","J:18","Neumonía, organismo no especificado"," 1,510   "," 3   "," 1   "," 2   "," 7   "," 154   "," 210   "," 243   "," 331   "," 78   "," 66   "," 42   "," 24   "," 31   "," 11   "," 41   "," 11   "," 34   "," 10   "," 24   "," 8   "," 18   "," 2   "," 18   "," 3   "," 16   "," 1   "," 21   "," 3   "," 24   "," 5   "," 11   "," 3   "," 11   "," 7   "," 27   "," 9   "
2012,"SACATEPEQUEZ","T:78","Efectos adversos, no clasificados en otra parte"," 1,469   "," 7   "," 1   "," 12   "," 5   "," 60   "," 73   "," 148   "," 166   "," 117   "," 98   "," 71   "," 65   "," 82   "," 33   "," 75   "," 18   "," 76   "," 17   "," 60   "," 18   "," 52   "," 9   "," 35   "," 10   "," 21   "," 8   "," 27   "," 6   "," 23   "," 4   "," 14   "," 10   "," 8   "," 5   "," 29   "," 6   "
2012,"SAN MARCOS","J:00","Rinofaringitis aguda [resfriado común]"," 86,003   "," 382   "," 323   "," 908   "," 775   "," 8,081   "," 7,888   "," 14,201   "," 13,581   "," 6,021   "," 5,139   "," 2,802   "," 1,938   "," 2,833   "," 931   "," 3,245   "," 695   "," 2,794   "," 681   "," 2,294   "," 547   "," 1,939   "," 486   "," 1,206   "," 394   "," 955   "," 359   "," 732   "," 303   "," 582   "," 296   "," 513   "," 276   "," 413   "," 207   "," 696   "," 587   "
2012,"SAN MARCOS","J:03","Amigdalitis aguda"," 42,664   "," 57   "," 44   "," 112   "," 99   "," 2,254   "," 2,576   "," 6,243   "," 6,125   "," 3,259   "," 2,979   "," 1,854   "," 1,402   "," 1,776   "," 864   "," 1,983   "," 617   "," 1,848   "," 513   "," 1,418   "," 462   "," 1,319   "," 365   "," 846   "," 316   "," 644   "," 281   "," 510   "," 196   "," 384   "," 155   "," 275   "," 130   "," 183   "," 93   "," 272   "," 210   "
2012,"SAN MARCOS","B:82","Parasitosis intestinales, sin otra especificación"," 39,572   "," 15   "," 11   "," 21   "," 16   "," 626   "," 637   "," 7,182   "," 6,553   "," 5,128   "," 4,160   "," 2,286   "," 1,650   "," 1,425   "," 597   "," 1,460   "," 363   "," 1,291   "," 313   "," 975   "," 256   "," 1,124   "," 266   "," 574   "," 237   "," 592   "," 134   "," 300   "," 145   "," 252   "," 98   "," 186   "," 88   "," 147   "," 71   "," 243   "," 150   "
2012,"SAN MARCOS","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 35,669   "," 79   "," 66   "," 192   "," 143   "," 4,219   "," 4,338   "," 8,116   "," 8,197   "," 1,405   "," 1,368   "," 600   "," 502   "," 655   "," 244   "," 767   "," 218   "," 700   "," 195   "," 531   "," 173   "," 494   "," 176   "," 322   "," 118   "," 306   "," 117   "," 224   "," 88   "," 208   "," 100   "," 165   "," 82   "," 121   "," 69   "," 215   "," 156   "
